,text_token
2704,"['bfraudsters', 'exploit', 'opportunity', 'cause', 'coronavirus', 'scam', 'people', 'wexe2x80x99ll', 'never', 'email', 'text', 'call', 'axe2x80xa6', 'httpstcoifgezl3rq0']"
2705,"['bsscanners', 'youxe2x80x99re', 'welcome', 'hope', 'enjoy', 'rest', 'day', 'thank', 'time', 'wexe2x80x99re', '247xe2x80xa6', 'httpstco07fvlz3nbo']"
2706,"['btorodefutbol', 'youre', 'situation', 'take', 'look', 'link', 'give', 'number', 'callxe2x80xa6', 'httpstcozyjkxbk3wo']"
2707,"['bjonnypfmiller', 'jon', 'thats', 'good', 'hear', 'feel', 'free', 'pop', 'tell', 'whats', 'happenedxe2x80xa6', 'httpstco9tmwwiosnc']"
2708,"['bsscanners', 'hey', 'steph', 'call', 'customer', 'service', 'return', 'bank', 'bexe2x80xa6', 'httpstcozoipns8lx6']"
2709,"['bzahiribrahim', 'zahir', 'happen', 'well', 'continue', 'see', 'help', 'nikki']"
2710,"['bboondom', 'dom', 'ive', 'reply', 'nikki']"
2711,"['bdruid_cat', 'cat', 'able', 'assist', 'afraid', 'would', 'mean', 'speak', 'team', 'phone', 'axe2x80xa6', 'httpstco7akekxom9a']"
2712,"['bxrpfc', 'think', 'could', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'help', 'linesxe2x80xa6', 'httpstcoy3cfljhtln']"
2713,"['bxrpfc', 'way', 'support', 'customer', 'we', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advaxe2x80xa6', 'httpstco6y0ssgcfow']"
2714,"['bjbtevans', 'joshua', 'youd', 'speak', 'credit', 'card', 'company', 'return', 'credit', 'balance', 'toxe2x80xa6', 'httpstco0qahg0r99k']"
2715,"['bactresstia', 'lines', 'open', 'every', 'day', '9am', '9pm', 'youre', 'problem', 'generally', 'manage', 'mxe2x80xa6', 'httpstcoa8pcqhixjt']"
2716,"['bactresstia', 'talitha', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'june', '202xe2x80xa6', 'httpstcocfxi5jtang']"
2717,"['bbodypierceryzzy', 'hey', 'pop', 'high', 'character', 'count', 'give', 'informationxe2x80xa6', 'httpstcog7ntmzequk']"
2718,"['bfipremierleague', 'govuk', 'team', 'set', 'help', 'customer', 'financial', 'assisxe2x80xa6', 'httpstconytdwuc4hs']"
2719,"['bannacottonsmith', 'hey', 'anna', 'ive', 'reply', 'apologies', 'long', 'youve', 'wait', 'response', 'nikki']"
2720,"['babimeats', 'hey', 'abi', 'pop', 'let', 'know', 'mortgagecredit', 'card', 'loanoverdraft', 'fxe2x80xa6', 'httpstconzckyncsep']"
2721,"['bsoph_laalaa', 'sophie', 'delay', 'reply', 'you', 'keep', 'date', 'action', 'take', 'durxe2x80xa6', 'httpstcoawwgezwokp']"
2722,"['blambbanana83', 'travelodgeuk', 'reply', 'check', 'link', 'helpxe2x80xa6', 'httpstcoo7gsfswe8y']"
2723,"['bcardrome', 'danny', 'cannot', 'arrange', 'call', 'back', 'channel', 'can', 'pop', 'give', 'usxe2x80xa6', 'httpstcoicbdgloowc']"
2724,"['bsallydipdogpsy', 'ill', 'reply', 'sally', 'nikki']"
2725,"['bneerioart', 'neeraj', 'reply', 'ive', 'reply', 'nikki']"
2726,"['bashlieallen', 'ashlie', 'find', 'nikki', 'httpstcompqb4etryv']"
2727,"['bamberksteph', 'amber', 'fee', 'stop', 'currently', 'this', 'impact', '0', 'offer', 'shouldxe2x80xa6', 'httpstcofgdfs25dqz']"
2728,"['bheidibex82', 'hello', 'becky', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'june', '2020', 'xe2x80x93xe2x80xa6', 'httpstco1uzqsembp5']"
2729,"['bmjduggied', 'hey', 'matt', 'pop', 'chat', 'gxe2x80xa6', 'httpstcombft96n8ti']"
2730,"['bchris79anderson', 'what', 'management', 'chris', 'feel', 'free', 'youd', 'prefer', 'paul', 'httpstcompqb4etryv']"
2731,"['bgreengeordie9', 'david', 'currently', 'able', 'offer', 'payment', 'break', 'credit', 'card', 'however', 'also', 'cxe2x80xa6', 'httpstcohpgmerrkj7']"
2732,"['bchris79anderson', 'we', 'may', 'reset', 'profile', 'chris', 'due', 'resourcing', 'team', 'isnt', 'availxe2x80xa6', 'httpstco99ewkmtajz']"
2733,"['bcracesasha', 'sasha', 'thanks', 'patience', 'wait', 'get', 'back', 'sure', 'quite', 'understandxe2x80xa6', 'httpstcouzm7a0sxdl']"
2734,"['btris2506', 'tris', 'get', 'back', 'weve', 'huge', 'number', 'message', 'past', 'fexe2x80xa6', 'httpstcodkncmfcq8q']"
2735,"['bchris79anderson', 'chris', 'youre', 'trouble', 'lets', 'see', 'help', 'double', 'checxe2x80xa6', 'httpstcorujpoiksbj']"
2736,"['bnickychurchill', 'hey', 'nicky', 'really', 'get', 'back', 'weve', 'huge', 'number', 'message', 'cxe2x80xa6', 'httpstcornsfzqja0m']"
2737,"['bytrnalpessimst', 'hello', 'joanna', 'thank', 'reach', 'want', 'help', 'account', 'fully', 'close', 'txe2x80xa6', 'httpstco0b51zxiaal']"
2738,"['bcocksy81', 'mark', 'issue', 'call', 'what', 'call', 'please', 'id', 'like', 'help', 'jord']"
2739,"['bcocksy81', 'mark', 'super', 'busy', 'could', 'pop', 'let', 'know', 'yoxe2x80xa6', 'httpstcod1ar8e3upa']"
2740,"['b_farad4y', 'james', 'isnt', 'anything', 'worry', 'mean', 'dont', 'hold', 'information', 'toxe2x80xa6', 'httpstcomzugvddi3b']"
2741,"['bvalentinaiannec', 'the', 'text', 'automate', 'would', 'get', 'normal', 'phone', 'line', 'reallyxe2x80xa6', 'httpstconxwdcd0b74']"
2742,"['bvalentinaiannec', 'certainly', 'understand', 'frustration', 'valentina', 'we', 'get', 'high', 'levelxe2x80xa6', 'httpstcoynsfvub4yc']"
2743,"['blorettahollie91', 'loretta', 'wexe2x80x99re', 'experience', 'high', 'volume', 'call', 'moment', 'therefore', 'wait', 'time', 'arexe2x80xa6', 'httpstcohp44rteojr']"
2744,"['bbattyg', 'appreciate', 'frustration', 'as', 'appreciate', 'wexe2x80x99re', 'receive', 'high', 'volume', 'momxe2x80xa6', 'httpstcojzjrbeoksn']"
2745,"['bkayjohne', 'kay', 'hear', 'barclaycard', 'stolen', 'manage', 'cancel', 'card', 'notxe2x80xa6', 'httpstcogjzelz7rwl']"
2746,"['bjlc0732', 'we', 'wouldnxe2x80x99t', 'able', 'access', 'account', 'would', 'never', 'suggest', 'provide', 'specific', 'account', 'informatioxe2x80xa6', 'httpstco36g1xxxgvj']"
2747,"['bgenandjuiceeee', 'hear', 'wait', 'time', 'what', 'ask', 'ixe2x80x99ll', 'best', 'kristos']"
2748,"['bredcontrolled1', 'you', 'still', 'apply', 'card', 'online', 'well', 'send', 'post', 'youre', 'successful', 'andy']"
2749,"['bjim_rl', 'james', 'wexe2x80x99ve', 'put', 'thing', 'place', 'customer', 'help', 'we', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'casxe2x80xa6', 'httpstco99t1kuwqvo']"
2750,"['btasbir52239692', 'were', 'look', 'way', 'help', 'customer', 'tasbir', 'please', 'keep', 'eye', 'page', 'upxe2x80xa6', 'httpstcopjircj22dy']"
2751,"['bdankrieger', 'daniel', 'deal', 'specifically', 'barclaycard', 'uk', 'friends', 'askbarclaysus', 'ablexe2x80xa6', 'httpstcoig2f6eailj']"
2752,"['bjosage14', 'hey', 'jo', 'long', 'wait', 'weve', 'busy', 'did', 'manage', 'make', 'payment', 'end', 'cody']"
2753,"['bflobaba1', 'so', 'feel', 'way', 'flo', 'youd', 'like', 'tell', 'shappened', 'youre', 'welcome', 'txe2x80xa6', 'httpstcorkqe2spqh5']"
2754,"['bjlc0732', 'jon', 'really', 'what', 'need', 'online', 'account', 'it', 'may', 'best', 'meantixe2x80xa6', 'httpstcov4uid1jghi']"
2755,"['bdaz_75', 'it', 'may', 'faulty', 'chip', 'daz', 'do', 'app', 'request', 'damage', 'replacement', 'youre', 'noxe2x80xa6', 'httpstcoa1griqvr3t']"
2756,"['bwe', 'know', 'thing', 'uncertain', 'moment', 'we', 'want', 'reassure', 'still', 'manage', 'barclaycard', 'justxe2x80xa6', 'httpstcoz8kvtwvnkq']"
2757,"['bkaylougrant86', 'kay', 'late', 'payment', 'fee', 'would', 'advise', 'make', 'minimum', 'payment', 'youre', 'able', 'toxe2x80xa6', 'httpstcomwom4nuny5']"
2758,"['bbattyg', 'gavin', 'due', 'current', 'situation', 'call', 'queue', 'longer', 'wed', 'like', 'advixe2x80xa6', 'httpstcoyxjagddmvp']"
2759,"['b_halejames_', 'james', 'were', '247', 'really', 'really', 'busy', 'ill', 'reply', 'nikki']"
2760,"['bracork', 'hey', 'racork', 'thanks', 'wait', 'patiently', 'time', 'take', 'get', 'back', 'did', 'youxe2x80xa6', 'httpstcouxx6mixn8m']"
2761,"['brobhair', 'robert', 'hear', 'youre', 'impact', 'can', 'ask', 'us', 'barclaycard', 'soxe2x80xa6', 'httpstcolfzcqn61ev']"
2762,"['bbennynova', 'hi', 'benedict', 'uk', 'team', 'askbarclaysus', 'may', 'able', 'look', 'theyxe2x80xa6', 'httpstcoxxtklbrkzg']"
2763,"['brg_gilfrin', 'ryan', 'youre', 'position', 'did', 'reply', 'sms', 'nikki']"
2764,"['bshortyspace', 'sorry', 'forget', 'send', 'link', 'here', 'click', 'nikki', 'httpstcompqb4etryv']"
2765,"['bmarco_ferrero_', 'hey', 'marco', 'reply', 'can', 'provide', 'info', 'thanxe2x80xa6', 'httpstcozqvvu27zhb']"
2766,"['brich25chelsea', 'richard', 'youve', 'unable', 'get', 'online', 'account', 'did', 'manage', 'get', 'sort', 'nikki']"
2767,"['bdmcshoes', 'stuart', 'the', 'premier', 'team', 'may', 'unaware', 'busy', 'right', 'due', 'toxe2x80xa6', 'httpstcom70d3eop8i']"
2768,"['bek71848142', 'late', 'fee', 'remove', 'moment', 'should', 'change', 'well', 'update', 'pagexe2x80xa6', 'httpstco2qyidseq70']"
2769,"['blauren12___', 'lauren', 'check', 'page', 'information', 'may', 'able', 'help', 'httpstcoo2v1fofjwv', 'nikki']"
2770,"['bcoombem1978', 'barclaysib', 'that', 'correct', 'matty', 'trying', 'keep', 'thing', 'straight', 'forward', 'easy', 'nikki']"
2771,"['bcoombem1978', 'al442454', 'it', 'certainly', 'matty', 'nikki']"
2772,"['btraceywilks1', 'tracey', 'happen', 'can', 'continue', 'conversation', 'thxe2x80xa6', 'httpstco8euw8bulfb']"
2773,"['beleanorgraceful', 'you', 'would', 'call', 'speak', 'team', 'raise', 'case', 'ellie', 'the', 'number', 'disputxe2x80xa6', 'httpstcocou7tzyau5']"
2774,"['bmaria_tvlns', 'maria', 'youve', 'unable', 'get', 'wait', 'reply', 'do', 'wanxe2x80xa6', 'httpstco8tev4i7bkd']"
2775,"['brt', 'ukftweets', 'the', 'spending', 'limit', 'contactless', 'payment', 'increase', 'xc2xa330', 'xc2xa345', '1', 'april', '2020', 'find', 'oxe2x80xa6']"
2776,"['btanya_nyenwa', 'hey', 'tanya', 'ill', 'reply', 'message', 'so', 'nikki']"
2777,"['bhjd567', 'wow', 'helen', 'you', 'deserve', 'medal', 'ceiling', 'paint', 'forte', 'patience', 'hope', 'itsxe2x80xa6', 'httpstcozd5u5f3fxf']"
2778,"['bandybutler1984', 'no', 'itd', 'sit', 'account', 'wait', 'andy', 'dont', 'worry', 'we', 'wont', 'give', 'back', 'xe2x80xa6', 'httpstcomndmtdawz6']"
2779,"['bandybutler1984', 'hey', 'andy', 'so', 'once', 'see', 'credit', 'hit', 'account', 'stillxe2x80xa6', 'httpstcor2i1atttyg']"
2780,"['bshortyspace', 'thom', 'something', 'help', 'afraid', 'youd', 'like', 'info', 'wxe2x80xa6', 'httpstcoawgjsrzsj7']"
2781,"['bkee_mill', 'kee', 'youre', 'problem', 'get', 'come', 'ill', 'see', 'find', 'help', 'nikki']"
2782,"['btetlowinfo', 'andrea', 'youd', 'best', 'call', 'directly', 'direct', 'call', 'option', 'isnt', 'work', 'thxe2x80xa6', 'httpstcojpla9lybpl']"
2783,"['bjennahacking_', 'jenna', 'thanks', 'patience', 'wait', 'reply', 'oh', 'apply', 'sarah']"
2784,"['biand567', 'so', 'iain', 'weve', 'rather', 'busy', 'ill', 'reply', 'nikki']"
2785,"['brachelloufield', 'rachel', 'our', 'advisor', 'work', 'hard', 'answer', 'call', 'so', 'delaxe2x80xa6', 'httpstco4cgyh6gk3z']"
2786,"['bfarrylbuchman', 'uk', 'team', 'askbarclaysus', 'available', 'monday', 'friday', '9am', '5pm', 'estxe2x80xa6', 'httpstcojzinkvenbr']"
2787,"['bgriffange022', 'yes', 'ange', 'youre', 'credit', 'show', 'minus', 'confusing', 'know', 'thing', 'calm', 'qxe2x80xa6', 'httpstcoqbyisqeibr']"
2788,"['btetlowinfo', 'andrea', 'youve', 'response', 'youre', 'able', 'view', 'pin', 'app', 'onxe2x80xa6', 'httpstcotvb3jilegi']"
2789,"['bthemusicalmumma', 'carolinehirons', 'would', 'recommend', 'call', 'number', 'theyre', 'specialist', 'team', 'give', 'yoxe2x80xa6', 'httpstcoirims0blz7']"
2790,"['bdiggywood', 'you', 'log', 'online', 'query', 'transaction', 'daniel', 'it', 'may', 'require', 'form', 'itd', 'bexe2x80xa6', 'httpstcoc5qhuqfkij']"
2791,"['bshowbizmarc', 'afraid', 'marc', 'online', 'access', 'send', 'secure', 'message', 'team', 'see', 'howxe2x80xa6', 'httpstcob5hhshvvnf']"
2792,"['brt', 'barclaysuk', 'are', 'child', 'challenge', 'our', 'digitaleagles', 'code', 'playground', 'team', 'cod', 'project', 'solve', 'havexe2x80xa6']"
2793,"['bwestyinyork', 'make', 'minimum', 'payment', 'remain', 'balance', 'would', 'subject', 'standard', 'interest', 'rate', 'alex', 'paul']"
2794,"['bdruid_cat', 'cat', 'still', 'open', 'quite', 'long', 'wait', 'time', 'due', 'lot', 'people', 'need', 'supportxe2x80xa6', 'httpstcoyh3ld5jhag']"
2795,"['bkerbyemily', 'hear', 'pop', 'let', 'know', 'little', 'advixe2x80xa6', 'httpstco4lhshsca9e']"
2796,"['balexg017', 'everything', 'work', 'regard', 'website', 'you', 'actually', 'check', 'status', 'herexe2x80xa6', 'httpstcomrrrblagt5']"
2797,"['bg9_orm', 'greg', 'the', 'best', 'thing', 'take', 'look', 'website', 'cram', 'info', 'option', 'starxe2x80xa6', 'httpstco6o5z663hsx']"
2798,"['btasbir52239692', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'hoxe2x80xa6', 'httpstcoib6hbikuas']"
2799,"['btasbir52239692', 'hello', 'tasbir', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'juxe2x80xa6', 'httpstcoq9ykvdbr5l']"
2800,"['bashleyg2790', 'so', 'youre', 'struggle', 'get', 'ashley', 'info', 'call', 'fxe2x80xa6', 'httpstcoptbw8cvaqf']"
2801,"['beleanorgraceful', 'scroll', 'bottom', 'page', 'print', 'dispute', 'form', 'post', 'use', 'youxe2x80xa6', 'httpstcoxzcqz55vku']"
2802,"['bvalentinaiannec', 'valentina', 'youve', 'able', 'speak', 'someone', 'far', 'check', 'linkxe2x80xa6', 'httpstcoc5axf28kc1']"
2803,"['bbenmac89', 'hey', 'ben', 'ill', 'reply', 'shortly', 'nikki']"
2804,"['binfelixuk', 'hear', 'affect', 'id', 'recommend', 'check', 'page', 'reach', 'outxe2x80xa6', 'httpstcocgkhxinvrt']"
2805,"['bpauladlive', '22', 'appreciate', 'wait', 'times', 'longer', 'normal', 'work', 'hard', 'providexe2x80xa6', 'httpstco64whf056yp']"
2806,"['bpauladlive', 'youve', 'dd', 'go', 'make', 'payment', 'likely', 'due', 'request', 'already', 'bexe2x80xa6', 'httpstcowcquyemnyj']"
2807,"['bhjd567', 'wouldnt', 'lovely', 'helen', 'youd', 'like', 'detail', 'call', 'see', 'somethxe2x80xa6', 'httpstcojugwaibzzm']"
2808,"['bizzaliz', 'we', 'stop', 'fee', '3', 'month', 'isabel', 'nikki']"
2809,"['bdaesimps', 'dae', 'check', 'link', 'let', 'know', 'stage', 'fails', 'dmxe2x80xa6', 'httpstcokjkoi19kly']"
2810,"['btetlowinfo', 'andrea', 'youve', 'get', 'access', 'app', 'website', 'may', 'able', 'view', 'pin', 'way', 'nikki']"
2811,"['bshowbizmarc', 'marc', 'get', 'touch', 'get', 'send', 'back', 'bank', 'keep', 'eye', 'yourxe2x80xa6', 'httpstcofyleab6pzi']"
2812,"['bnicolasouth', 'nicola', 'youd', 'like', 'keep', 'check', 'late', 'updates', 'please', 'check', 'link', 'regularlxe2x80xa6', 'httpstcoreemp3pmoo']"
2813,"['bthemusicalmumma', 'carolinehirons', 'hayley', 'havent', 'help', 'currently', 'require', 'have', 'youxe2x80xa6', 'httpstco9kmzb3c6mn']"
2814,"['bclaredenn', 'clare', 'due', 'current', 'situation', 'receive', 'high', 'volume', 'call', 'youd', 'like', 'tell', 'mexe2x80xa6', 'httpstcojijedwotoq']"
2815,"['bshauntdavis', 'shaun', 'cut', 'were', 'receive', 'high', 'volume', 'call', 'today', 'come', 'ovxe2x80xa6', 'httpstcor0i3h3ovxm']"
2816,"['bfurbz_85', 'adam', 'please', 'get', 'sort', 'wouldnt', 'mind', 'send', 'id', 'love', 'give', 'jess', 'shoxe2x80xa6', 'httpstcobgo5e7wyb3']"
2817,"['bwestyinyork', 'alex', 'possible', 'would', 'recommend', 'pay', 'minimum', 'payment', 'go', 'axe2x80xa6', 'httpstconfusttiij0']"
2818,"['biand567', 'iain', 'pop', 'well', 'continue', 'chat', 'thats', 'okay', 'nikki', 'httpstcompqb4etryv']"
2819,"['bblackrat999', 'hey', 'richard', 'ill', 'provide', 'info', 'nikki']"
2820,"['bjamessharp87', 'hey', 'james', 'query', 'ill', 'see', 'help', 'nikki', 'httpstcompqb4etryv']"
2821,"['bandywright75', 'visauk', 'mastercarduk', 'andrew', 'update', 'change', 'relation', 'covid', '19', 'followingxe2x80xa6', 'httpstcok4qqobtgl3']"
2822,"['biotpe91', 'barclaycard', 'uk', 'query', 'relation', 'german', 'account', 'please', 'get', 'touch', 'usinxe2x80xa6', 'httpstcognj6rkyebj']"
2823,"['bpmartpants', 'it', 'paul', 'concern', 'id', 'recommend', 'check', 'page', 'call', 'team', 'toxe2x80xa6', 'httpstcokjp1lvrznr']"
2824,"['bplackatini', 'steve', 'pop', 'let', 'know', 'need', 'ill', 'see', 'anything', 'ixe2x80xa6', 'httpstcowqroutu3v3']"
2825,"['bglampincornwall', 'query', 'relation', 'bcardbusiness', 'team', 'available', 'monday', 'friday', '9xe2x80xa6', 'httpstcoavojkcqyw6']"
2826,"['balexg017', 'alex', 'afraid', 'wed', 'able', 'help', 'it', 'may', 'youre', 'already', 'register', 'have', 'yoxe2x80xa6', 'httpstcom9w5opwoah']"
2827,"['bshelmers76', 'due', 'current', 'situation', 'team', 'busier', 'normal', 'paul', 'so', 'impacted', 'illxe2x80xa6', 'httpstconogpgsychc']"
2828,"['beleanorgraceful', 'ellie', 'youre', 'able', 'go', 'httpstcoo2v1fofjwv', 'scroll', 'txe2x80xa6', 'httpstco807zdct3za']"
2829,"['bnehalivazirani', 'youd', 'like', 'come', 'information', 'would', 'greatthanks', 'nikki']"
2830,"['bmoonster8', 'were', 'best', 'circumstance', 'keep', 'safe', 'stephen', 'nikki']"
2831,"['bgriffange022', 'ange', 'refund', 'appear', 'able', 'call', 'youre', 'full', 'payer', 'return', 'thatxe2x80xa6', 'httpstcoovvk0vswpe']"
2832,"['bnicolasouth', 'the', 'fee', 'waive', 'miss', 'payment', 'show', 'recommend', 'wexe2x80xa6', 'httpstco0bfwwchi2o']"
2833,"['bhammersleylewis', 'so', 'query', 'relation', 'barclaycard', 'account', 'feel', 'free', 'toxe2x80xa6', 'httpstcovormhwrbvv']"
2834,"['bloynn', 'with', 'dispute', 'credit', 'card', 'limit', 'advise', 'regulate', 'canxe2x80xa6', 'httpstcoqrzdqjmlrx']"
2835,"['bsamuel_mack10', 'see', 'thanks', 'let', 'know', 'trip', 'cancel', 'airlinecompany', 'look', 'toxe2x80xa6', 'httpstcoayg76fbbpa']"
2836,"['bdiodonohue', 'diane', 'moment', 'still', 'look', 'support', 'customer', 'time', 'wexe2x80xa6', 'httpstcopqmiuishtw']"
2837,"['bloynn', 'alternatively', 'fill', 'form', 'httpstcopufqnudmkb', 'send', 'post', 'ramona', '22']"
2838,"['bloynn', 'cant', 'connect', 'team', 'raise', 'dispute', 'go', 'online', 'atxe2x80xa6', 'httpstcoezlkbn6hgr']"
2839,"['bdominics_wife', 'we', 'would', 'speak', 'securely', 'unblock', 'card', 'did', 'manage', 'get', 'connect', 'team', 'ramona', '22']"
2840,"['bdominics_wife', 'hello', 'jo', 'reply', 'want', 'help', 'our', 'line', 'extremely', 'busy', 'mxe2x80xa6', 'httpstcokq2hpduynn']"
2841,"['bbrownbynature_', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'hoxe2x80xa6', 'httpstcodskyinpmjz']"
2842,"['bbrownbynature_', 'hello', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'junxe2x80xa6', 'httpstcohqzfndrvcz']"
2843,"['bmoonster8', 'stephen', 'please', 'hear', 'hope', 'family', 'ok', 'nnif', 'anything', 'knxe2x80xa6', 'httpstcofoattntdhz']"
2844,"['bgodfrey_j', 'okay', 'fine', 'dispute', 'know', 'team', 'really', 'busy', 'due', 'ongoing', 'situation', 'thexe2x80xa6', 'httpstcosfmokjhgeh']"
2845,"['bnicolasouth', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'wxe2x80xa6', 'httpstco0adlahbjeq']"
2846,"['bnicolasouth', 'hello', 'nicola', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'junexe2x80xa6', 'httpstcovcc4b6txbv']"
2847,"['bnataliephysiouk', 'can', 'let', 'know', 'help', 'personally', 'please', 'ill', 'point', 'rigxe2x80xa6', 'httpstcof9i08zy1vx']"
2848,"['bloynn', 'you', 'try', 'raise', 'dispute', 'flight', 'depend', 'condition', 'bookingxe2x80xa6', 'httpstcoyrk7au60kp']"
2849,"['bloynn', 'hello', 'tom', 'wait', 'flight', 'cancel', 'company', 'moment', 'still', 'operate', '12']"
2850,"['bjackiossassin', 'good', 'morning', 'get', 'back', 'can', 'please', 'let', 'know', 'queryxe2x80xa6', 'httpstcovpsw8eswcq']"
2851,"['bbgibson85', 'the', 'team', 'experience', 'high', 'level', 'call', 'due', 'pandemic', 'situation', 'moment', 'canxe2x80xa6', 'httpstcorxrao0degi']"
2852,"['bbgibson85', 'hello', 'ben', 'see', 'youre', 'issue', 'connect', 'we', 'unsecure', 'channel', 'wexe2x80xa6', 'httpstcok034s92apx']"
2853,"['bsamuel_mack10', 'have', 'confirmation', 'airlinetravel', 'agent', 'trip', 'cancel', 'justxe2x80xa6', 'httpstcomjmouqynni']"
2854,"['bmrk_1981', 'm', 'understand', 'lot', 'people', 'use', 'card', 'get', 'tricky', 'period', 'wxe2x80xa6', 'httpstcozmyljgolol']"
2855,"['bmaureenrochdale', 'wexe2x80x99re', 'customer', 'challenge', 'timesnnwexe2x80x99re', 'follow', 'govxe2x80xa6', 'httpstcokmblv3jv5s']"
2856,"['bmaureenrochdale', 'maureen', 'understand', 'concern', 'safety', 'colleague', 'please', 'let', 'try', 'toxe2x80xa6', 'httpstcovejw01srdd']"
2857,"['bkerbyemily', 'emily', 'receive', 'confirmation', 'airline', 'travel', 'agent', 'holiday', 'cancexe2x80xa6']"
2858,"['bgiven2fly', 'jeff', 'reach', 'barclaycard', 'uk', 'query', 'location', 'appear', 'relate', 'barclaxe2x80xa6', 'httpstcotjn9ba20pr']"
2859,"['bnbrewerton', 'norman', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '3', 'month', 'wexe2x80x99ll', 'take', 'care', 'ofxe2x80xa6', 'httpstcoktqoughwxl']"
2860,"['bfor', 'support', 'manage', 'card', 'way', 'carry', 'banking', 'time', 'please', 'visitxe2x80xa6', 'httpstcokv4yuov7or']"
2861,"['bpidpoid', 'want', 'drop', 'explain', 'help', 'moment', 'andy', 'httpstcompqb4etryv']"
2862,"['bnataliephysiouk', 'please', 'look', 'barclaycard', 'update', 'httpstcoiwvlwd93as', 'money', 'worry', 'updatesxe2x80xa6', 'httpstcolfunbu27dq']"
2863,"['bnataliephysiouk', 'natalie', 'certainly', 'understand', 'concern', 'assure', 'constantly', 'assessinxe2x80xa6', 'httpstcofeorxji8sp']"
2864,"['bhammersleylewis', 'apologies', 'anything', 'could', 'certainly', 'would', 'dean']"
2865,"['btaramistry', 'tara', 'transaction', 'show', 'end', 'could', 'issue', 'txe2x80xa6', 'httpstcozsglykiwjc']"
2866,"['bwhyjay99', 'yvonne', 'apologies', 'extremely', 'busy', 'moment', 'he', 'raise', 'online', 'able', 'loginxe2x80xa6', 'httpstcom3acqzyupq']"
2867,"['bsamuel_mack10', 'cover', 'samuel', 'is', 'transaction', 'wish', 'dispute', 'dean']"
2868,"['blaoluofficial', 'youd', 'expect', 'extremely', 'busy', 'moment', 'try', 'ouxe2x80xa6', 'httpstcoghhhnfrsmo']"
2869,"['blj55358440', 'please', 'accept', 'apology', 'lj', 'certainly', 'would', 'expect', 'did', 'raise', 'supervisor', 'dean']"
2870,"['bweightloss_hc', 'hey', 'run', 'did', 'manage', 'complete', 'payment', 'dean']"
2871,"['bstuartjsmith', 'hello', 'stuart', 'dispute', 'raise', 'worked', 'order', 'bit', 'backlog', 'itxe2x80xa6', 'httpstcojskfc6zdqc']"
2872,"['bemilmcm', 'borisjohnson', 'emil', 'understand', 'concern', 'safety', 'want', 'assure', 'isxe2x80xa6', 'httpstcozkfrkd20vl']"
2873,"['bjoesteph', 'hello', 'see', 'still', 'hold', 'havent', 'manage', 'speak', 'someone', 'we', 'doxe2x80xa6', 'httpstcouytkjlfy1m']"
2874,"['blim03b', 'bookingcom', 'hey', 'thank', 'reach', 'sure', 'set', 'dispute', 'thisxe2x80xa6', 'httpstco1xoxzj4trd']"
2875,"['balisonthursby', 'alison', 'wexe2x80x99ve', 'put', 'thing', 'place', 'customer', 'help', 'heres', 'information', 'onxe2x80xa6', 'httpstcobukazorsjb']"
2876,"['bkevinst41766814', 'its', 'difficult', 'time', 'moment', 'kevin', 'totally', 'understand', 'concern', 'the', 'best', 'thingxe2x80xa6', 'httpstcoowvkf6htrz']"
2877,"['bhammersleylewis', 'shouldnt', 'happen', 'youre', 'phone', 'team', 'theyll', 'bexe2x80xa6', 'httpstcob1tjmfbpze']"
2878,"['bsamuel_mack10', 'samuel', 'cut', 'what', 'look', 'speak', 'ill', 'see', 'help', 'jord']"
2879,"['bmarkdpryan', 'due', 'current', 'event', 'work', 'fast', 'want', 'help', 'pleaxe2x80xa6', 'httpstcolhsrtivhtb']"
2880,"['birvind', 'irvin', 'were', 'work', 'get', 'thing', 'place', 'wed', 'advise', 'keep', 'eye', 'webxe2x80xa6', 'httpstcoca9l0cauln']"
2881,"['balbut_dun', 'apple', 'pay', 'really', 'easy', 'use', 'work', 'apple', 'device', 'use', 'every', 'day', 'super', 'handy', 'yoxe2x80xa6', 'httpstco12wwknalqj']"
2882,"['balbut_dun', 'albut', 'look', 'speak', 'finger', 'cross', 'make', 'change', 'its', 'worth', 'knxe2x80xa6', 'httpstcopr8twow9qu']"
